Participant,adaptation,RT,MT,Age,Handedness,education,sex,clumsy,videogames,major,Sleep
432,3.0125102889195405,304.6271186440678,285.5169491525424,22.0,righth,college,female,Neutral,Disagree,STEM,7
433,16.66218479482759,382.7647058823529,366.33620689655174,21.0,righth,bachelor,male,Disagree,Neutral,STEM,8
434,15.106582327517241,302.7226890756302,94.35652173913043,18.0,lefth,middleschool,female,Disagree,Neutral,Other,5
435,27.060922152873562,379.97457627118644,99.76923076923077,36.0,righth,graduate,female,Disagree,Strongly Disagree,ArtsHum,7
436,25.147391891988505,363.56666666666666,351.2413793103448,74.0,righth,bachelor,male,Disagree,Disagree,STEM,6
437,18.600955684885058,212.9322033898305,136.89743589743588,52.0,righth,college,male,Disagree,Neutral,STEM,4
438,12.301692763965518,316.0169491525424,57.0,16.0,righth,middleschool,female,Disagree,Disagree,Psychology,8
439,15.14881981724138,314.05882352941177,125.31623931623932,24.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,7
440,0.004159418114941804,216.03361344537817,55.94017094017094,20.0,righth,secondaryschool,male,Agree,Agree,ArtsHum,8
441,8.672034641954022,305.7435897435897,289.32758620689657,18.0,lefth,college,female,Disagree,Agree,ArtsHum,9
442,3.8777570737011486,197.7310924369748,71.45689655172414,20.0,righth,college,male,Strongly Disagree,Strongly Agree,STEM,8
443,7.209155399425287,132.64166666666668,100.3076923076923,14.0,righth,secondaryschool,female,Neutral,Strongly Agree,ArtsHum,7
444,11.269018461494255,240.92436974789916,141.87179487179486,18.0,righth,college,male,Agree,Neutral,STEM,9
445,6.274614531703448,239.3781512605042,143.9579831932773,32.0,righth,secondaryschool,male,Neutral,Disagree,Psychology,12
446,13.11705358275862,291.00840336134456,129.135593220339,55.0,righth,bachelor,female,Neutral,Strongly Disagree,Business,8
447,51.934922296701146,241.58474576271186,65.52991452991454,18.0,righth,college,male,Disagree,Disagree,Other,7
448,4.136464622787356,322.66386554621846,121.20338983050847,35.0,lefth,college,female,Strongly Agree,Disagree,ArtsHum,9
449,15.126690304022988,257.14166666666665,92.53846153846153,15.0,righth,middleschool,female,Agree,Strongly Disagree,STEM,7
450,1.716624611767242,269.1949152542373,130.88888888888889,13.0,righth,rathernotsay,female,Neutral,Neutral,ArtsHum,8
451,12.34484736321839,247.5546218487395,211.45689655172413,81.0,righth,bachelor,female,Neutral,Strongly Disagree,STEM,7
452,40.933472432183905,348.53389830508473,134.364406779661,45.0,lefth,technicalschool,male,Strongly Disagree,Strongly Disagree,STEM,6
453,2.2057409977011493,236.16806722689077,106.74358974358974,19.0,righth,secondaryschool,male,Strongly Agree,Strongly Disagree,STEM,10
454,17.05430115,213.30252100840337,100.27350427350427,17.0,lefth,rathernotsay,female,Agree,Strongly Disagree,Other,6
455,8.32539881494253,396.05982905982904,75.10169491525424,23.0,righth,college,male,Neutral,Disagree,ArtsHum,9
456,-0.7594903901091947,315.4453781512605,72.17948717948718,41.0,righth,graduate,female,Disagree,Neutral,STEM,9
457,31.776555401149423,324.5546218487395,91.32478632478633,42.0,righth,graduate,female,Disagree,Strongly Disagree,ArtsHum,7
458,14.812008435057473,253.36974789915968,94.83620689655173,16.0,righth,middleschool,female,Neutral,Disagree,STEM,6
459,12.672339804597701,304.5169491525424,131.94782608695652,13.0,righth,middleschool,female,Agree,Disagree,Other,8
460,21.41308381724138,241.85714285714286,104.90677966101696,18.0,lefth,middleschool,male,Neutral,Neutral,STEM,8
461,15.45674964118391,185.1596638655462,140.3050847457627,16.0,lefth,secondaryschool,female,Agree,Neutral,ArtsHum,11
462,7.374759874712644,301.3666666666667,273.4237288135593,20.0,righth,college,female,Neutral,Disagree,Psychology,7
463,14.412847156896552,341.96581196581195,188.4561403508772,20.0,righth,secondaryschool,female,Agree,Disagree,Psychology,7
464,15.230656684563222,351.98319327731093,117.63025210084034,22.0,righth,secondaryschool,female,Neutral,Disagree,STEM,8
465,17.826525948965514,242.6890756302521,75.35897435897436,21.0,righth,bachelor,female,Agree,Neutral,SocialScience,6
466,7.096472492413794,326.135593220339,435.8521739130435,38.0,righth,bachelor,male,Neutral,Neutral,Other,8
467,7.841310617574712,404.4406779661017,387.3898305084746,32.0,righth,college,male,Strongly Disagree,Strongly Disagree,Business,6
468,3.5714107551724132,431.3193277310924,89.66386554621849,25.0,righth,graduate,female,Disagree,Neutral,Other,6
469,10.350969834189657,255.78813559322035,58.572649572649574,48.0,righth,graduate,male,Disagree,Strongly Disagree,Business,5
470,25.45565112551724,201.19327731092437,132.0,22.0,righth,college,female,Strongly Agree,Disagree,STEM,7
471,2.7326972572413792,288.7118644067797,148.91379310344828,18.0,righth,college,male,Neutral,Agree,ArtsHum,7
472,9.846655630632183,252.5,58.44915254237288,19.0,righth,college,male,Disagree,Agree,STEM,7
473,5.697472846103447,285.05128205128204,64.40677966101696,63.0,righth,bachelor,male,Strongly Disagree,Strongly Disagree,STEM,8
474,0.527628540804598,230.47008547008548,102.78448275862068,22.0,righth,college,female,Neutral,Neutral,Business,5
475,24.472248813218393,281.5,90.7542372881356,16.0,righth,secondaryschool,female,Agree,Strongly Disagree,Psychology,7
476,13.374706009195403,349.228813559322,270.864406779661,20.0,righth,college,female,Agree,Strongly Disagree,ArtsHum,7
477,16.500720902298852,284.1779661016949,100.17094017094017,15.0,righth,middleschool,male,Neutral,Strongly Agree,Other,7
478,7.344484726528734,232.55,85.82352941176471,18.0,righth,middleschool,male,Agree,Disagree,Other,6
479,11.467478394827587,369.55,129.41525423728814,18.0,bothh,secondaryschool,female,Agree,Strongly Agree,Other,6
480,18.71306152413793,307.44166666666666,47.05357142857143,19.0,righth,secondaryschool,male,Neutral,Neutral,Other,8
481,7.084835895270114,261.8728813559322,327.34234234234236,20.0,righth,secondaryschool,male,Neutral,Agree,STEM,8
482,8.77960776954023,252.08333333333334,174.21186440677965,28.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,7
483,8.997511368965519,353.79831932773106,253.01694915254237,18.0,righth,secondaryschool,female,Neutral,Disagree,STEM,8
484,21.05988669597701,268.95,116.24137931034483,17.0,righth,rathernotsay,female,Neutral,Neutral,Other,6
485,5.770406424316093,431.69827586206895,62.162393162393165,21.0,righth,bachelor,male,Disagree,Agree,Psychology,8
486,7.964387507804597,187.64166666666668,74.46218487394958,14.0,righth,secondaryschool,male,Agree,Strongly Agree,Other,8
487,5.1224065574712645,181.56666666666666,227.00862068965517,15.0,righth,middleschool,female,Disagree,Disagree,Other,9
488,14.46190189310345,286.06722689075633,124.01724137931035,21.0,righth,bachelor,male,Agree,Strongly Agree,STEM,7
489,9.66284923972414,216.91596638655463,70.5,13.0,righth,middleschool,female,Neutral,Neutral,STEM,7
490,29.107878013103445,168.41176470588235,167.03389830508473,23.0,righth,college,male,Neutral,Strongly Agree,STEM,8
491,17.055466550482755,162.65,248.4051724137931,14.0,righth,middleschool,male,Neutral,Strongly Agree,Other,7
492,13.991718764367816,273.7692307692308,277.1304347826087,17.0,righth,middleschool,male,Neutral,Strongly Agree,Other,7
493,19.581537497103444,302.109243697479,63.965811965811966,20.0,righth,secondaryschool,female,Strongly Agree,Neutral,Psychology,6
494,5.903374829655172,309.38461538461536,55.101694915254235,17.0,righth,middleschool,female,Agree,Neutral,STEM,7
495,13.346003089655174,228.0677966101695,138.41379310344828,16.0,righth,middleschool,male,Strongly Disagree,Strongly Agree,STEM,7
496,15.210889390034483,303.7142857142857,245.64285714285714,60.0,righth,rathernotsay,female,Agree,Disagree,STEM,6
497,12.545452357471264,371.9051724137931,55.76271186440678,46.0,righth,bachelor,female,Neutral,Strongly Disagree,ArtsHum,7
498,15.929400027011496,330.2436974789916,91.87179487179488,17.0,righth,college,female,Agree,Strongly Disagree,SocialScience,7
499,1.8332779114942528,254.81512605042016,112.55555555555556,13.0,righth,rathernotsay,other,Agree,Neutral,Other,8
500,23.13824846149425,271.075,59.060344827586206,19.0,righth,college,male,Neutral,Disagree,STEM,8
501,5.153380705747126,207.75833333333333,118.35593220338983,67.0,righth,graduate,male,Agree,Strongly Disagree,STEM,7
502,9.85979357356322,258.6186440677966,127.66386554621849,16.0,righth,middleschool,male,Neutral,Strongly Agree,Other,3
503,7.796492150856322,358.15966386554624,133.14529914529913,15.0,righth,noneoftheabove,male,Neutral,Neutral,Other,7
504,10.3737708915,380.50847457627117,129.9145299145299,20.0,righth,college,male,Neutral,Strongly Disagree,STEM,7
505,-1.7895577333620691,291.4117647058824,91.77966101694915,20.0,righth,college,female,Disagree,Disagree,Business,7
506,1.2288168393448275,279.15384615384613,149.39316239316238,24.0,righth,secondaryschool,male,Neutral,Disagree,STEM,7
507,15.266603649425287,220.0420168067227,323.87931034482756,19.0,righth,middleschool,female,Disagree,Disagree,Psychology,2
508,20.87769748563218,387.62393162393164,91.02564102564102,35.0,righth,technicalschool,female,Neutral,Neutral,Other,6
509,4.5522771045977,268.5,618.7117117117117,23.0,righth,bachelor,male,Agree,Neutral,STEM,6
510,13.888583299068964,399.28205128205127,639.2293577981651,33.0,righth,college,male,Disagree,Disagree,Business,6
511,32.65532461862069,359.7008547008547,63.59649122807018,14.0,righth,middleschool,female,Disagree,Neutral,Other,7
512,12.05624852632184,154.72033898305085,92.22413793103448,16.0,righth,middleschool,female,Neutral,Agree,Other,8
513,11.922696008011496,207.82905982905982,38.79831932773109,29.0,righth,college,female,Agree,Strongly Agree,STEM,7
514,21.72069443282759,323.3697478991597,237.5982905982906,45.0,righth,technicalschool,male,Neutral,Disagree,Other,6
515,6.6767164632183915,202.21008403361344,165.46610169491527,23.0,righth,bachelor,male,Agree,Strongly Agree,STEM,8
516,7.9428171997643675,233.6638655462185,91.3529411764706,27.0,righth,graduate,male,Neutral,Strongly Agree,STEM,7
517,20.36269580172414,269.9579831932773,78.05217391304348,56.0,righth,noneoftheabove,male,Neutral,Strongly Disagree,ArtsHum,6
518,14.834357754597702,279.06666666666666,118.49565217391304,31.0,lefth,graduate,female,Neutral,Disagree,STEM,9
519,6.120222191448276,242.32773109243698,278.7731092436975,21.0,righth,secondaryschool,female,Neutral,Disagree,ArtsHum,7
520,20.814913422758618,253.92307692307693,188.82905982905982,19.0,lefth,college,male,Agree,Disagree,ArtsHum,7
521,23.172228552068965,484.8103448275862,70.91525423728814,21.0,righth,bachelor,other,Neutral,Strongly Disagree,Psychology,7
522,15.801417721839078,270.7563025210084,168.92307692307693,13.0,righth,secondaryschool,male,Neutral,Strongly Disagree,STEM,9
523,5.745668921264368,316.3220338983051,153.9059829059829,18.0,righth,graduate,female,Disagree,Disagree,ArtsHum,7
524,11.278596587528737,280.1949152542373,161.8706896551724,26.0,bothh,graduate,female,Neutral,Neutral,STEM,7
525,3.2984311500344825,235.5084745762712,51.563025210084035,27.0,righth,bachelor,male,Strongly Disagree,Disagree,STEM,7
526,22.504856199586204,301.30252100840335,118.73275862068965,25.0,righth,secondaryschool,female,Neutral,Strongly Disagree,Psychology,8
527,18.556144131609194,208.39495798319328,52.83620689655172,19.0,righth,bachelor,female,Neutral,Neutral,STEM,6
528,10.41959634545977,373.0,437.05555555555554,35.0,righth,college,male,Neutral,Disagree,STEM,8
529,25.694542458045973,214.98333333333332,144.31932773109244,20.0,righth,college,female,Disagree,Disagree,Psychology,6
530,6.996296227252874,339.771186440678,65.99152542372882,21.0,righth,college,female,Disagree,Disagree,ArtsHum,7
531,11.510582396593103,386.2457627118644,277.8189655172414,54.0,righth,middleschool,female,Disagree,Strongly Disagree,Business,7
532,8.393977555172414,267.8235294117647,126.23529411764706,25.0,righth,technicalschool,female,Disagree,Strongly Agree,ArtsHum,6
533,18.964676424712643,264.4453781512605,83.24786324786325,20.0,righth,college,female,Neutral,Agree,STEM,8
534,2.459529711178161,287.01680672268907,95.48305084745763,19.0,righth,secondaryschool,male,Neutral,Neutral,Business,7
535,5.54027742413793,245.08474576271186,128.41228070175438,15.0,righth,middleschool,male,Agree,Strongly Agree,Other,8
536,16.792823348695403,393.04237288135596,60.95762711864407,22.0,righth,bachelor,female,Neutral,Strongly Agree,Psychology,7
537,29.830401503988504,319.1949152542373,119.13559322033899,26.0,righth,bachelor,other,Neutral,Neutral,STEM,5
538,11.813946224114943,161.05042016806723,183.05128205128204,29.0,righth,technicalschool,male,Agree,Agree,Other,8
539,34.22158901310345,173.22881355932202,161.65486725663717,17.0,righth,secondaryschool,male,Strongly Agree,Strongly Agree,Psychology,7
540,25.0439392591954,181.28333333333333,115.8135593220339,20.0,lefth,college,female,Agree,Neutral,STEM,6
541,8.671091822988506,313.74782608695654,115.12068965517241,27.0,righth,college,female,Agree,Agree,Business,8
542,22.81653990311494,254.51694915254237,171.81196581196582,16.0,righth,middleschool,male,Disagree,Agree,Other,8
543,6.495215583045977,289.76271186440675,336.8608695652174,23.0,righth,college,male,Agree,Agree,STEM,9
544,9.400351783908047,319.5966386554622,266.86842105263156,57.0,righth,technicalschool,female,Strongly Disagree,Strongly Disagree,STEM,6
545,26.165994340804595,330.99159663865544,238.95726495726495,18.0,righth,college,male,Neutral,Neutral,Psychology,7
546,4.775145057471264,177.18333333333334,63.94915254237288,24.0,righth,bachelor,male,Strongly Disagree,Agree,STEM,5
547,3.5250713618160927,288.76271186440675,220.82905982905982,13.0,righth,middleschool,other,Agree,Neutral,Other,4
548,6.429206540137931,290.92436974789916,139.1965811965812,26.0,lefth,graduate,male,Disagree,Disagree,Business,8
549,18.724273966091957,215.31666666666666,74.7008547008547,19.0,bothh,college,male,Neutral,Agree,STEM,10
550,7.68105535795977,262.00847457627117,79.62711864406779,33.0,bothh,graduate,female,Agree,Strongly Disagree,Other,7
551,5.817761227011496,232.57983193277312,48.46153846153846,20.0,righth,secondaryschool,male,Neutral,Strongly Agree,STEM,5
552,21.034151741500004,245.88333333333333,70.21008403361344,20.0,righth,secondaryschool,male,Strongly Disagree,Disagree,STEM,7
553,-0.13101961863095232,343.87179487179486,184.28571428571428,61.0,righth,graduate,female,Neutral,Strongly Disagree,Psychology,8
554,-0.02306463965517236,295.890756302521,70.17796610169492,19.0,righth,college,other,Strongly Agree,Agree,ArtsHum,5
555,6.009153924712643,220.34166666666667,120.67226890756302,24.0,righth,bachelor,male,Disagree,Neutral,Business,8
556,25.356755843103446,245.13333333333333,104.78151260504201,21.0,righth,secondaryschool,female,Agree,Strongly Disagree,Psychology,8
557,4.988446875862069,272.6525423728813,366.40833333333336,82.0,righth,graduate,female,Agree,Disagree,SocialScience,9
558,25.87837047528736,415.85593220338984,343.4807692307692,65.0,righth,graduate,male,Strongly Disagree,Strongly Disagree,STEM,7
559,13.77812403045977,258.4957983193277,100.51282051282051,18.0,righth,middleschool,female,Neutral,Strongly Agree,Psychology,7
560,3.072955741095238,199.46666666666667,321.79661016949154,17.0,righth,secondaryschool,female,Strongly Agree,Strongly Agree,ArtsHum,7
561,40.072422361494255,158.8655462184874,150.16239316239316,55.0,righth,graduate,male,Disagree,Disagree,STEM,7
562,5.109539742816092,233.95833333333334,127.31623931623932,21.0,righth,secondaryschool,male,Strongly Disagree,Neutral,Other,5
563,5.704074799999999,344.8487394957983,51.577586206896555,18.0,righth,college,other,Agree,Neutral,ArtsHum,8
564,15.601930972045977,384.47008547008545,62.59322033898305,19.0,righth,college,female,Disagree,Strongly Disagree,Psychology,7
565,10.14906989137931,232.21848739495798,135.77777777777777,23.0,righth,bachelor,male,Strongly Disagree,Strongly Agree,STEM,7
566,12.59296803275862,359.77966101694915,77.10924369747899,18.0,righth,secondaryschool,other,Agree,Neutral,SocialScience,7
567,17.334645652206895,348.1949152542373,95.40869565217392,44.0,righth,bachelor,male,Neutral,Strongly Disagree,ArtsHum,7
568,3.831821572413793,278.327731092437,101.54237288135593,39.0,lefth,technicalschool,female,Agree,Disagree,SocialScience,8
569,4.932998603339081,334.29661016949154,196.89655172413794,18.0,righth,secondaryschool,male,Agree,Strongly Agree,STEM,7
570,18.168905303448277,238.65833333333333,91.76724137931035,35.0,righth,college,male,Neutral,Agree,STEM,6
571,9.527711076551725,182.31932773109244,105.44444444444444,20.0,righth,secondaryschool,male,Disagree,Strongly Agree,Business,9
572,6.673620509735632,258.1111111111111,128.95762711864407,28.0,righth,college,male,Strongly Agree,Strongly Agree,Other,8
573,23.579713835057472,255.35833333333332,81.10169491525424,24.0,righth,college,male,Strongly Disagree,Disagree,STEM,7
574,23.095891496551722,326.5913043478261,137.96638655462183,51.0,righth,bachelor,female,Neutral,Agree,Psychology,5
575,11.770193779775862,161.625,79.61016949152543,24.0,righth,bachelor,male,Neutral,Strongly Agree,STEM,8
576,-5.636484489655172,344.3931623931624,337.62280701754383,18.0,righth,secondaryschool,female,Agree,Strongly Disagree,Other,7
577,9.165597059770116,273.39830508474574,101.94017094017094,21.0,righth,college,male,Strongly Disagree,Strongly Agree,STEM,9
578,5.169244827511493,428.0,117.05042016806723,19.0,righth,college,female,Agree,Disagree,Psychology,8
579,13.279740731609193,357.85714285714283,63.73504273504273,50.0,righth,graduate,female,Neutral,Strongly Disagree,SocialScience,7
580,20.92220539137931,226.7983193277311,131.45762711864407,25.0,righth,rathernotsay,female,Neutral,Disagree,STEM,7
581,10.76819853810345,200.57142857142858,172.83620689655172,20.0,righth,college,female,Agree,Strongly Disagree,STEM,8
582,15.20448791724138,416.35593220338984,72.50420168067227,17.0,righth,middleschool,female,Agree,Strongly Disagree,STEM,7
583,7.155871420689655,223.05084745762713,252.75423728813558,78.0,righth,bachelor,female,Disagree,Strongly Disagree,STEM,8
584,15.280446772988505,359.84615384615387,300.42857142857144,45.0,righth,graduate,male,Agree,Strongly Disagree,STEM,6
585,19.71166085862069,313.1344537815126,125.3931623931624,17.0,righth,middleschool,female,Agree,Disagree,STEM,3
586,21.451894559195402,285.1810344827586,65.75213675213675,13.0,righth,middleschool,female,Strongly Agree,Disagree,Other,5
587,11.838443617816095,249.74789915966386,82.78632478632478,29.0,righth,graduate,male,Agree,Neutral,STEM,7
588,3.039643498275862,437.3103448275862,74.29411764705883,21.0,bothh,secondaryschool,other,Strongly Agree,Neutral,Other,5
589,11.621900228609194,320.635593220339,94.72881355932203,32.0,bothh,technicalschool,female,Disagree,Agree,Other,9
590,2.0878934737931036,228.78991596638656,222.6638655462185,44.0,righth,bachelor,male,Disagree,Strongly Disagree,STEM,6
591,21.154827682183907,222.30833333333334,61.38461538461539,17.0,righth,secondaryschool,female,Strongly Agree,Neutral,STEM,6
592,30.382270535632188,251.6386554621849,81.29661016949153,36.0,righth,technicalschool,male,Agree,Disagree,Other,5
593,5.852357707586205,424.52100840336135,653.7714285714286,81.0,righth,secondaryschool,female,Disagree,Disagree,ArtsHum,7
594,0.18980257873563255,216.84873949579833,87.23728813559322,27.0,righth,secondaryschool,male,Disagree,Disagree,ArtsHum,8
595,26.91883487816092,373.98319327731093,91.8655462184874,25.0,righth,technicalschool,female,Disagree,Neutral,Other,7
596,10.80075249770115,242.109243697479,89.6218487394958,20.0,righth,college,male,Agree,Agree,Psychology,6
597,4.938138512793104,261.35,126.8119658119658,45.0,righth,college,female,Agree,Strongly Disagree,Other,8
598,20.402288797126438,267.275,103.50847457627118,20.0,righth,college,female,Agree,Neutral,SocialScience,8
599,24.29373230447126,296.53846153846155,90.1025641025641,20.0,righth,secondaryschool,female,Disagree,Disagree,Psychology,7
600,10.036388643678162,252.46218487394958,178.82905982905982,21.0,righth,bachelor,female,Neutral,Neutral,Psychology,6
601,16.818613484643674,292.93277310924367,98.27350427350427,61.0,righth,technicalschool,male,Disagree,Strongly Disagree,STEM,5
602,6.521068284827586,323.7226890756302,77.42857142857143,36.0,righth,graduate,male,Neutral,Agree,ArtsHum,6
603,11.81509320937931,367.65546218487395,93.64957264957265,15.0,righth,middleschool,other,Neutral,Disagree,Psychology,7
604,11.544003640804599,194.975,198.4,23.0,righth,bachelor,male,Neutral,Neutral,Business,8
605,15.23705165511905,211.3706896551724,194.08771929824562,16.0,righth,middleschool,other,Agree,Strongly Agree,STEM,7
606,27.773299479885058,307.7457627118644,74.27586206896552,55.0,righth,bachelor,male,Strongly Disagree,Disagree,SocialScience,6
607,1.3252556156839073,405.3070175438597,585.7608695652174,32.0,righth,noneoftheabove,female,Disagree,Strongly Disagree,Business,6
608,4.090314067816092,226.53333333333333,44.758620689655174,29.0,righth,graduate,male,Agree,Disagree,STEM,5
609,19.232074147126443,136.48739495798318,67.98319327731092,25.0,righth,graduate,male,Disagree,Disagree,STEM,7
610,26.59483550229885,312.07563025210084,127.02542372881356,25.0,righth,graduate,female,Disagree,Disagree,Business,10
611,17.126439611494252,312.1848739495798,67.47457627118644,17.0,righth,rathernotsay,male,Agree,Agree,STEM,8
612,6.993298401804599,247.88235294117646,92.80508474576271,16.0,righth,secondaryschool,female,Disagree,Disagree,STEM,6
613,5.623445597241379,258.771186440678,141.27826086956523,18.0,lefth,college,female,Neutral,Strongly Disagree,STEM,12
614,4.6466368248148155,290.7226890756302,171.0,27.0,righth,noneoftheabove,male,Strongly Agree,Agree,Other,8
615,9.18488421586207,253.1551724137931,183.69827586206895,17.0,righth,middleschool,female,Agree,Disagree,Other,6
616,2.227891154942529,186.6218487394958,190.0252100840336,18.0,righth,secondaryschool,male,Disagree,Strongly Agree,STEM,6
617,4.292045753448275,262.38655462184875,83.30508474576271,29.0,righth,bachelor,male,Agree,Agree,STEM,7
618,13.924210680459769,315.94871794871796,97.83760683760684,15.0,righth,middleschool,male,Neutral,Strongly Agree,Other,9
619,21.91195373013793,182.9327731092437,182.19298245614036,24.0,lefth,bachelor,female,Agree,Strongly Disagree,STEM,7
620,6.5790527064827575,356.3076923076923,56.35897435897436,79.0,righth,bachelor,male,Disagree,Strongly Disagree,STEM,8
621,17.089072525942527,242.109243697479,209.73275862068965,18.0,lefth,secondaryschool,male,Strongly Disagree,Strongly Agree,STEM,6
622,11.07070978275862,248.75,52.12605042016807,18.0,righth,secondaryschool,male,Disagree,Neutral,Business,6
623,4.259810403390804,284.8474576271187,90.25641025641026,18.0,righth,rathernotsay,male,Disagree,Agree,STEM,7
624,9.441487633908045,136.0672268907563,98.6890756302521,18.0,righth,secondaryschool,male,Agree,Strongly Agree,SocialScience,5
625,12.012708329885056,242.14166666666668,245.84873949579833,20.0,righth,college,female,Neutral,Strongly Agree,Business,7
626,9.883867178160921,343.0769230769231,70.3157894736842,33.0,lefth,college,male,Disagree,Disagree,STEM,9
627,16.952357824712646,153.33620689655172,124.05882352941177,27.0,righth,bachelor,male,Disagree,Agree,ArtsHum,8
628,0.39731432873563244,194.95833333333334,166.97413793103448,21.0,righth,college,female,Neutral,Neutral,Psychology,6
629,16.089407223563217,328.14529914529913,57.12605042016807,24.0,righth,technicalschool,male,Agree,Strongly Disagree,STEM,7
630,-6.131516526206898,251.26271186440678,286.9237288135593,16.0,righth,middleschool,male,Disagree,Strongly Agree,STEM,7
631,38.40859699045977,309.9230769230769,76.53781512605042,22.0,righth,graduate,female,Neutral,Strongly Disagree,ArtsHum,9
632,5.08731174137931,209.3781512605042,272.70338983050846,16.0,righth,middleschool,female,Neutral,Neutral,Other,7
633,17.91415438,231.47058823529412,107.68376068376068,16.0,righth,secondaryschool,male,Disagree,Agree,Other,7
634,27.677578121264368,292.12605042016804,217.18803418803418,20.0,righth,college,female,Neutral,Disagree,STEM,9
635,11.759247386206898,154.26666666666668,83.16806722689076,34.0,righth,middleschool,male,Agree,Agree,Other,4
636,12.16062297586207,243.57627118644066,244.82051282051282,35.0,lefth,graduate,male,Neutral,Strongly Disagree,STEM,7
637,13.935726192816093,311.5826086956522,187.64912280701753,26.0,righth,college,female,Neutral,Strongly Disagree,STEM,7
638,8.536988374137929,290.175,87.11965811965813,29.0,righth,college,male,Disagree,Agree,STEM,7
639,9.839555739252875,268.33620689655174,241.14912280701753,20.0,righth,college,female,Agree,Disagree,Psychology,7
640,18.766065151275864,172.43697478991598,104.98275862068965,17.0,righth,secondaryschool,female,Neutral,Strongly Disagree,Psychology,4
641,18.775915624712646,364.94117647058823,171.92307692307693,24.0,lefth,technicalschool,male,Agree,Neutral,STEM,7
642,17.09232912643678,194.43697478991598,144.42372881355934,18.0,righth,secondaryschool,male,Agree,Strongly Agree,Psychology,7
643,23.537309015172408,259.4957983193277,206.3846153846154,20.0,righth,college,male,Strongly Disagree,Strongly Agree,ArtsHum,5
644,4.910207498848276,337.8220338983051,80.55084745762711,46.0,righth,college,female,Agree,Disagree,Psychology,6
645,-9.240119795172415,191.3706896551724,603.34,87.0,righth,graduate,male,Strongly Disagree,Strongly Disagree,ArtsHum,8
646,15.271438553931036,164.7983193277311,81.75652173913043,22.0,lefth,graduate,male,Neutral,Strongly Agree,STEM,7
647,11.558596891867817,356.3333333333333,117.09322033898304,27.0,lefth,rathernotsay,male,Disagree,Neutral,STEM,6
648,16.472243016091955,289.43697478991595,36.043103448275865,22.0,righth,college,male,Neutral,Neutral,STEM,6
649,6.536159664747126,205.46218487394958,90.79310344827586,17.0,bothh,secondaryschool,female,Neutral,Agree,ArtsHum,3
650,16.63078015172414,248.55084745762713,103.65546218487395,20.0,bothh,secondaryschool,male,Neutral,Agree,STEM,8
651,8.949286354597701,377.3628318584071,111.40869565217392,13.0,righth,primaryschool,female,Agree,Disagree,STEM,6
652,15.477718092528736,268.5378151260504,136.79661016949152,16.0,righth,college,female,Agree,Neutral,Business,6
653,0.20913297034482767,266.3666666666667,186.92372881355934,29.0,righth,bachelor,female,Disagree,Strongly Disagree,Psychology,8
654,7.759216484770115,129.44915254237287,116.90517241379311,17.0,righth,college,male,Neutral,Strongly Agree,STEM,9
655,15.515247098275864,290.9406779661017,65.77966101694915,19.0,righth,college,female,Agree,Neutral,ArtsHum,5
656,13.131068473563216,151.75423728813558,71.17241379310344,18.0,righth,middleschool,female,Neutral,Neutral,STEM,6
657,7.606106388505747,213.35833333333332,111.27731092436974,29.0,righth,bachelor,male,Neutral,Strongly Agree,Business,8
658,-0.2629582816091953,277.08474576271186,277.0973451327434,22.0,righth,graduate,female,Strongly Agree,Strongly Agree,Business,8
659,6.61809408091954,244.57627118644066,82.15517241379311,30.0,righth,college,female,Disagree,Disagree,Business,8
660,19.791761370114944,243.60683760683762,385.5514018691589,18.0,righth,middleschool,female,Strongly Agree,Strongly Disagree,STEM,6
661,4.34130119770115,323.6525423728813,110.69747899159664,20.0,righth,college,female,Agree,Disagree,Other,6
662,26.953434181844827,242.41176470588235,411.54782608695655,57.0,lefth,college,female,Strongly Disagree,Disagree,ArtsHum,6
663,10.101035265459773,157.77586206896552,105.83193277310924,19.0,righth,primaryschool,male,Agree,Strongly Disagree,Psychology,10
664,11.941408118390804,391.76271186440675,77.25641025641026,22.0,righth,bachelor,male,Neutral,Neutral,STEM,6
665,21.592627408620693,280.12931034482756,120.3781512605042,30.0,righth,college,female,Disagree,Agree,Other,7
666,-1.6346620370689655,327.85593220338984,113.36440677966101,35.0,righth,graduate,female,Agree,Strongly Disagree,Psychology,6
667,17.73649402816092,268.1512605042017,243.88135593220338,18.0,righth,bachelor,male,Neutral,Disagree,Psychology,8
668,19.935180283908046,274.94117647058823,100.99145299145299,35.0,righth,graduate,female,Disagree,Disagree,Psychology,6
669,7.319318465833334,219.8403361344538,173.41739130434783,52.0,righth,graduate,female,Agree,Neutral,ArtsHum,6
670,22.42612809555747,316.3448275862069,74.03361344537815,76.0,righth,technicalschool,male,Neutral,Strongly Disagree,STEM,6
671,10.606315284482758,294.60504201680675,66.61864406779661,20.0,righth,secondaryschool,female,Neutral,Disagree,STEM,6
672,13.107989971839082,163.0,99.59322033898304,18.0,righth,secondaryschool,male,Neutral,Agree,Other,9
673,4.001110409701149,248.0672268907563,84.7094017094017,17.0,righth,middleschool,male,Agree,Strongly Agree,STEM,6
674,7.843188258165517,259.8,174.81196581196582,41.0,righth,graduate,female,Agree,Neutral,Psychology,7
