Participant,adaptation,RT,MT,Age,Handedness,education,sex,clumsy,videogames,major,Sleep
432,-1.6410965899333334,304.6271186440678,285.5169491525424,22.0,righth,college,female,Neutral,Disagree,STEM,7
433,-17.339288083333333,382.7647058823529,366.33620689655174,21.0,righth,bachelor,male,Disagree,Neutral,STEM,8
434,-2.3219754474333336,302.7226890756302,94.35652173913043,18.0,lefth,middleschool,female,Disagree,Neutral,Other,5
435,-1.0337059899999999,379.97457627118644,99.76923076923077,36.0,righth,graduate,female,Disagree,Strongly Disagree,ArtsHum,7
436,-15.684781940866667,363.56666666666666,351.2413793103448,74.0,righth,bachelor,male,Disagree,Disagree,STEM,6
437,-4.622015490999999,212.9322033898305,136.89743589743588,52.0,righth,college,male,Disagree,Neutral,STEM,4
438,-3.9749400618000004,316.0169491525424,57.0,16.0,righth,middleschool,female,Disagree,Disagree,Psychology,8
439,3.4777833466666666,314.05882352941177,125.31623931623932,24.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,7
440,4.663389792733332,216.03361344537817,55.94017094017094,20.0,righth,secondaryschool,male,Agree,Agree,ArtsHum,8
441,-41.87983383666666,305.7435897435897,289.32758620689657,18.0,lefth,college,female,Disagree,Agree,ArtsHum,9
442,-2.359570418266667,197.7310924369748,71.45689655172414,20.0,righth,college,male,Strongly Disagree,Strongly Agree,STEM,8
443,-3.0832991300000003,132.64166666666668,100.3076923076923,14.0,righth,secondaryschool,female,Neutral,Strongly Agree,ArtsHum,7
444,-0.14975277333333326,240.92436974789916,141.87179487179486,18.0,righth,college,male,Agree,Neutral,STEM,9
445,-4.635378949166667,239.3781512605042,143.9579831932773,32.0,righth,secondaryschool,male,Neutral,Disagree,Psychology,12
446,-0.9271503899999995,291.00840336134456,129.135593220339,55.0,righth,bachelor,female,Neutral,Strongly Disagree,Business,8
447,-48.68639346526667,241.58474576271186,65.52991452991454,18.0,righth,college,male,Disagree,Disagree,Other,7
448,-0.6881529801333334,322.66386554621846,121.20338983050847,35.0,lefth,college,female,Strongly Agree,Disagree,ArtsHum,9
449,1.3283196099999999,257.14166666666665,92.53846153846153,15.0,righth,middleschool,female,Agree,Strongly Disagree,STEM,7
450,-8.847164234500001,269.1949152542373,130.88888888888889,13.0,righth,rathernotsay,female,Neutral,Neutral,ArtsHum,8
451,2.2806478400000008,247.5546218487395,211.45689655172413,81.0,righth,bachelor,female,Neutral,Strongly Disagree,STEM,7
452,-30.529199130000002,348.53389830508473,134.364406779661,45.0,lefth,technicalschool,male,Strongly Disagree,Strongly Disagree,STEM,6
453,-0.7056519033333335,236.16806722689077,106.74358974358974,19.0,righth,secondaryschool,male,Strongly Agree,Strongly Disagree,STEM,10
454,-2.4652926633333334,213.30252100840337,100.27350427350427,17.0,lefth,rathernotsay,female,Agree,Strongly Disagree,Other,6
455,-10.995414086666665,396.05982905982904,75.10169491525424,23.0,righth,college,male,Neutral,Disagree,ArtsHum,9
456,-0.5841840085999994,315.4453781512605,72.17948717948718,41.0,righth,graduate,female,Disagree,Neutral,STEM,9
457,-21.011619300333333,324.5546218487395,91.32478632478633,42.0,righth,graduate,female,Disagree,Strongly Disagree,ArtsHum,7
458,-5.308928936666666,253.36974789915968,94.83620689655173,16.0,righth,middleschool,female,Neutral,Disagree,STEM,6
459,-0.7056699433333331,304.5169491525424,131.94782608695652,13.0,righth,middleschool,female,Agree,Disagree,Other,8
460,-31.47178672,241.85714285714286,104.90677966101696,18.0,lefth,middleschool,male,Neutral,Neutral,STEM,8
461,9.038360215633334,185.1596638655462,140.3050847457627,16.0,lefth,secondaryschool,female,Agree,Neutral,ArtsHum,11
462,15.555688439999999,301.3666666666667,273.4237288135593,20.0,righth,college,female,Neutral,Disagree,Psychology,7
463,-16.44484684,341.96581196581195,188.4561403508772,20.0,righth,secondaryschool,female,Agree,Disagree,Psychology,7
464,4.1292818096,351.98319327731093,117.63025210084034,22.0,righth,secondaryschool,female,Neutral,Disagree,STEM,8
465,-3.8654484966666667,242.6890756302521,75.35897435897436,21.0,righth,bachelor,female,Agree,Neutral,SocialScience,6
466,-5.525515966666668,326.135593220339,435.8521739130435,38.0,righth,bachelor,male,Neutral,Neutral,Other,8
467,-58.41863332556667,404.4406779661017,387.3898305084746,32.0,righth,college,male,Strongly Disagree,Strongly Disagree,Business,6
468,-1.0898418733333337,431.3193277310924,89.66386554621849,25.0,righth,graduate,female,Disagree,Neutral,Other,6
469,2.7053776596666665,255.78813559322035,58.572649572649574,48.0,righth,graduate,male,Disagree,Strongly Disagree,Business,5
470,-33.054613870000004,201.19327731092437,132.0,22.0,righth,college,female,Strongly Agree,Disagree,STEM,7
471,-0.03189200433333317,288.7118644067797,148.91379310344828,18.0,righth,college,male,Neutral,Agree,ArtsHum,7
472,5.564135116333334,252.5,58.44915254237288,19.0,righth,college,male,Disagree,Agree,STEM,7
473,0.24393913696666675,285.05128205128204,64.40677966101696,63.0,righth,bachelor,male,Strongly Disagree,Strongly Disagree,STEM,8
474,-1.5135939499999997,230.47008547008548,102.78448275862068,22.0,righth,college,female,Neutral,Neutral,Business,5
475,-1.2108529166666673,281.5,90.7542372881356,16.0,righth,secondaryschool,female,Agree,Strongly Disagree,Psychology,7
476,4.5638411166666675,349.228813559322,270.864406779661,20.0,righth,college,female,Agree,Strongly Disagree,ArtsHum,7
477,-2.127179856666666,284.1779661016949,100.17094017094017,15.0,righth,middleschool,male,Neutral,Strongly Agree,Other,7
478,-1.7430032244000002,232.55,85.82352941176471,18.0,righth,middleschool,male,Agree,Disagree,Other,6
479,1.6097587033333336,369.55,129.41525423728814,18.0,bothh,secondaryschool,female,Agree,Strongly Agree,Other,6
480,-10.211595483333332,307.44166666666666,47.05357142857143,19.0,righth,secondaryschool,male,Neutral,Neutral,Other,8
481,1.549383012933333,261.8728813559322,327.34234234234236,20.0,righth,secondaryschool,male,Neutral,Agree,STEM,8
482,1.81310842,252.08333333333334,174.21186440677965,28.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,7
483,0.9653841066666664,353.79831932773106,253.01694915254237,18.0,righth,secondaryschool,female,Neutral,Disagree,STEM,8
484,3.1480520933333334,268.95,116.24137931034483,17.0,righth,rathernotsay,female,Neutral,Neutral,Other,6
485,4.164735880833334,431.69827586206895,62.162393162393165,21.0,righth,bachelor,male,Disagree,Agree,Psychology,8
486,-7.853207522066667,187.64166666666668,74.46218487394958,14.0,righth,secondaryschool,male,Agree,Strongly Agree,Other,8
487,-0.9405769433333333,181.56666666666666,227.00862068965517,15.0,righth,middleschool,female,Disagree,Disagree,Other,9
488,-0.9682731166666663,286.06722689075633,124.01724137931035,21.0,righth,bachelor,male,Agree,Strongly Agree,STEM,7
489,-1.858128158133333,216.91596638655463,70.5,13.0,righth,middleschool,female,Neutral,Neutral,STEM,7
490,-12.170566339666667,168.41176470588235,167.03389830508473,23.0,righth,college,male,Neutral,Strongly Agree,STEM,8
491,-10.146753950666668,162.65,248.4051724137931,14.0,righth,middleschool,male,Neutral,Strongly Agree,Other,7
492,-2.972656386666666,273.7692307692308,277.1304347826087,17.0,righth,middleschool,male,Neutral,Strongly Agree,Other,7
493,-1.7906645240000003,302.109243697479,63.965811965811966,20.0,righth,secondaryschool,female,Strongly Agree,Neutral,Psychology,6
494,-4.627600626666666,309.38461538461536,55.101694915254235,17.0,righth,middleschool,female,Agree,Neutral,STEM,7
495,-8.936944566666666,228.0677966101695,138.41379310344828,16.0,righth,middleschool,male,Strongly Disagree,Strongly Agree,STEM,7
496,-1.0959368740333333,303.7142857142857,245.64285714285714,60.0,righth,rathernotsay,female,Agree,Disagree,STEM,6
497,2.099436436666667,371.9051724137931,55.76271186440678,46.0,righth,bachelor,female,Neutral,Strongly Disagree,ArtsHum,7
498,0.4944854899999999,330.2436974789916,91.87179487179488,17.0,righth,college,female,Agree,Strongly Disagree,SocialScience,7
499,-9.820956646666666,254.81512605042016,112.55555555555556,13.0,righth,rathernotsay,other,Agree,Neutral,Other,8
500,-5.373512669999999,271.075,59.060344827586206,19.0,righth,college,male,Neutral,Disagree,STEM,8
501,-11.936803703333332,207.75833333333333,118.35593220338983,67.0,righth,graduate,male,Agree,Strongly Disagree,STEM,7
502,-5.65286426,258.6186440677966,127.66386554621849,16.0,righth,middleschool,male,Neutral,Strongly Agree,Other,3
503,-1.5003846140000001,358.15966386554624,133.14529914529913,15.0,righth,noneoftheabove,male,Neutral,Neutral,Other,7
504,2.515064606,380.50847457627117,129.9145299145299,20.0,righth,college,male,Neutral,Strongly Disagree,STEM,7
505,-2.927596016133333,291.4117647058824,91.77966101694915,20.0,righth,college,female,Disagree,Disagree,Business,7
506,-28.94926089596667,279.15384615384613,149.39316239316238,24.0,righth,secondaryschool,male,Neutral,Disagree,STEM,7
507,-7.4507718700000005,220.0420168067227,323.87931034482756,19.0,righth,middleschool,female,Disagree,Disagree,Psychology,2
508,-5.808640146666668,387.62393162393164,91.02564102564102,35.0,righth,technicalschool,female,Neutral,Neutral,Other,6
509,-3.230733283333332,268.5,618.7117117117117,23.0,righth,bachelor,male,Agree,Neutral,STEM,6
510,-11.576995707133335,399.28205128205127,639.2293577981651,33.0,righth,college,male,Disagree,Disagree,Business,6
511,-20.130747546333332,359.7008547008547,63.59649122807018,14.0,righth,middleschool,female,Disagree,Neutral,Other,7
512,-1.216141175,154.72033898305085,92.22413793103448,16.0,righth,middleschool,female,Neutral,Agree,Other,8
513,4.298294294733333,207.82905982905982,38.79831932773109,29.0,righth,college,female,Agree,Strongly Agree,STEM,7
514,-19.142110057333333,323.3697478991597,237.5982905982906,45.0,righth,technicalschool,male,Neutral,Disagree,Other,6
515,-3.9643263666666666,202.21008403361344,165.46610169491527,23.0,righth,bachelor,male,Agree,Strongly Agree,STEM,8
516,-2.7378546302,233.6638655462185,91.3529411764706,27.0,righth,graduate,male,Neutral,Strongly Agree,STEM,7
517,5.974817900000001,269.9579831932773,78.05217391304348,56.0,righth,noneoftheabove,male,Neutral,Strongly Disagree,ArtsHum,6
518,-1.4608012066666665,279.06666666666666,118.49565217391304,31.0,lefth,graduate,female,Neutral,Disagree,STEM,9
519,-7.238847688166667,242.32773109243698,278.7731092436975,21.0,righth,secondaryschool,female,Neutral,Disagree,ArtsHum,7
520,1.7307938400000002,253.92307692307693,188.82905982905982,19.0,lefth,college,male,Agree,Disagree,ArtsHum,7
521,-17.115528303333335,484.8103448275862,70.91525423728814,21.0,righth,bachelor,other,Neutral,Strongly Disagree,Psychology,7
522,6.527535343333333,270.7563025210084,168.92307692307693,13.0,righth,secondaryschool,male,Neutral,Strongly Disagree,STEM,9
523,1.79764235,316.3220338983051,153.9059829059829,18.0,righth,graduate,female,Disagree,Disagree,ArtsHum,7
524,4.331389645500001,280.1949152542373,161.8706896551724,26.0,bothh,graduate,female,Neutral,Neutral,STEM,7
525,-0.2382149931666667,235.5084745762712,51.563025210084035,27.0,righth,bachelor,male,Strongly Disagree,Disagree,STEM,7
526,1.9067581396666666,301.30252100840335,118.73275862068965,25.0,righth,secondaryschool,female,Neutral,Strongly Disagree,Psychology,8
527,-22.782213080000005,208.39495798319328,52.83620689655172,19.0,righth,bachelor,female,Neutral,Neutral,STEM,6
528,-3.0680570578333333,373.0,437.05555555555554,35.0,righth,college,male,Neutral,Disagree,STEM,8
529,-20.172331606666667,214.98333333333332,144.31932773109244,20.0,righth,college,female,Disagree,Disagree,Psychology,6
530,-5.508412367333334,339.771186440678,65.99152542372882,21.0,righth,college,female,Disagree,Disagree,ArtsHum,7
531,-6.8216401836000005,386.2457627118644,277.8189655172414,54.0,righth,middleschool,female,Disagree,Strongly Disagree,Business,7
532,6.19725496,267.8235294117647,126.23529411764706,25.0,righth,technicalschool,female,Disagree,Strongly Agree,ArtsHum,6
533,-7.655750153333335,264.4453781512605,83.24786324786325,20.0,righth,college,female,Neutral,Agree,STEM,8
534,-1.051606986333333,287.01680672268907,95.48305084745763,19.0,righth,secondaryschool,male,Neutral,Neutral,Business,7
535,1.4734689933333331,245.08474576271186,128.41228070175438,15.0,righth,middleschool,male,Agree,Strongly Agree,Other,8
536,-38.50712904926667,393.04237288135596,60.95762711864407,22.0,righth,bachelor,female,Neutral,Strongly Agree,Psychology,7
537,-66.3490839431,319.1949152542373,119.13559322033899,26.0,righth,bachelor,other,Neutral,Neutral,STEM,5
538,-0.14681763420000016,161.05042016806723,183.05128205128204,29.0,righth,technicalschool,male,Agree,Agree,Other,8
539,-0.7407761766666667,173.22881355932202,161.65486725663717,17.0,righth,secondaryschool,male,Strongly Agree,Strongly Agree,Psychology,7
540,-11.950020743333331,181.28333333333333,115.8135593220339,20.0,lefth,college,female,Agree,Neutral,STEM,6
541,-1.82569657,313.74782608695654,115.12068965517241,27.0,righth,college,female,Agree,Agree,Business,8
542,-6.460135227266668,254.51694915254237,171.81196581196582,16.0,righth,middleschool,male,Disagree,Agree,Other,8
543,1.6471776495999997,289.76271186440675,336.8608695652174,23.0,righth,college,male,Agree,Agree,STEM,9
544,-11.948192806666668,319.5966386554622,266.86842105263156,57.0,righth,technicalschool,female,Strongly Disagree,Strongly Disagree,STEM,6
545,4.730987933333333,330.99159663865544,238.95726495726495,18.0,righth,college,male,Neutral,Neutral,Psychology,7
546,-7.135294986666667,177.18333333333334,63.94915254237288,24.0,righth,bachelor,male,Strongly Disagree,Agree,STEM,5
547,1.0759931424166667,288.76271186440675,220.82905982905982,13.0,righth,middleschool,other,Agree,Neutral,Other,4
548,2.1937674244666665,290.92436974789916,139.1965811965812,26.0,lefth,graduate,male,Disagree,Disagree,Business,8
549,12.779528916666667,215.31666666666666,74.7008547008547,19.0,bothh,college,male,Neutral,Agree,STEM,10
550,-0.5803146428333332,262.00847457627117,79.62711864406779,33.0,bothh,graduate,female,Agree,Strongly Disagree,Other,7
551,-4.279841366666667,232.57983193277312,48.46153846153846,20.0,righth,secondaryschool,male,Neutral,Strongly Agree,STEM,5
552,4.893051378275862,245.88333333333333,70.21008403361344,20.0,righth,secondaryschool,male,Strongly Disagree,Disagree,STEM,7
553,-5.998842235000001,343.87179487179486,184.28571428571428,61.0,righth,graduate,female,Neutral,Strongly Disagree,Psychology,8
554,-9.996762633333333,295.890756302521,70.17796610169492,19.0,righth,college,other,Strongly Agree,Agree,ArtsHum,5
555,-1.4601851533333334,220.34166666666667,120.67226890756302,24.0,righth,bachelor,male,Disagree,Neutral,Business,8
556,-4.548856373333333,245.13333333333333,104.78151260504201,21.0,righth,secondaryschool,female,Agree,Strongly Disagree,Psychology,8
557,-2.88353758,272.6525423728813,366.40833333333336,82.0,righth,graduate,female,Agree,Disagree,SocialScience,9
558,-3.5031332766666665,415.85593220338984,343.4807692307692,65.0,righth,graduate,male,Strongly Disagree,Strongly Disagree,STEM,7
559,2.322392843333333,258.4957983193277,100.51282051282051,18.0,righth,middleschool,female,Neutral,Strongly Agree,Psychology,7
560,0.12317618163218413,199.46666666666667,321.79661016949154,17.0,righth,secondaryschool,female,Strongly Agree,Strongly Agree,ArtsHum,7
561,4.257536686666667,158.8655462184874,150.16239316239316,55.0,righth,graduate,male,Disagree,Disagree,STEM,7
562,-3.6318920595333335,233.95833333333334,127.31623931623932,21.0,righth,secondaryschool,male,Strongly Disagree,Neutral,Other,5
563,3.3953813099999994,344.8487394957983,51.577586206896555,18.0,righth,college,other,Agree,Neutral,ArtsHum,8
564,-0.8264128506666668,384.47008547008545,62.59322033898305,19.0,righth,college,female,Disagree,Strongly Disagree,Psychology,7
565,4.534832870000001,232.21848739495798,135.77777777777777,23.0,righth,bachelor,male,Strongly Disagree,Strongly Agree,STEM,7
566,2.03092206,359.77966101694915,77.10924369747899,18.0,righth,secondaryschool,other,Agree,Neutral,SocialScience,7
567,-3.0309691233333327,348.1949152542373,95.40869565217392,44.0,righth,bachelor,male,Neutral,Strongly Disagree,ArtsHum,7
568,-5.788494330000001,278.327731092437,101.54237288135593,39.0,lefth,technicalschool,female,Agree,Disagree,SocialScience,8
569,2.286338696666667,334.29661016949154,196.89655172413794,18.0,righth,secondaryschool,male,Agree,Strongly Agree,STEM,7
570,-2.6467641366666665,238.65833333333333,91.76724137931035,35.0,righth,college,male,Neutral,Agree,STEM,6
571,-7.711646373333334,182.31932773109244,105.44444444444444,20.0,righth,secondaryschool,male,Disagree,Strongly Agree,Business,9
572,6.111460549299999,258.1111111111111,128.95762711864407,28.0,righth,college,male,Strongly Agree,Strongly Agree,Other,8
573,-0.7437820066666663,255.35833333333332,81.10169491525424,24.0,righth,college,male,Strongly Disagree,Disagree,STEM,7
574,0.7668763166666668,326.5913043478261,137.96638655462183,51.0,righth,bachelor,female,Neutral,Agree,Psychology,5
575,-2.204173459266667,161.625,79.61016949152543,24.0,righth,bachelor,male,Neutral,Strongly Agree,STEM,8
576,11.5622638,344.3931623931624,337.62280701754383,18.0,righth,secondaryschool,female,Agree,Strongly Disagree,Other,7
577,0.36547996000000016,273.39830508474574,101.94017094017094,21.0,righth,college,male,Strongly Disagree,Strongly Agree,STEM,9
578,0.1340496400333332,428.0,117.05042016806723,19.0,righth,college,female,Agree,Disagree,Psychology,8
579,5.4173561333333335,357.85714285714283,63.73504273504273,50.0,righth,graduate,female,Neutral,Strongly Disagree,SocialScience,7
580,-29.600528266666668,226.7983193277311,131.45762711864407,25.0,righth,rathernotsay,female,Neutral,Disagree,STEM,7
581,-5.843269721866665,200.57142857142858,172.83620689655172,20.0,righth,college,female,Agree,Strongly Disagree,STEM,8
582,-9.58645762,416.35593220338984,72.50420168067227,17.0,righth,middleschool,female,Agree,Strongly Disagree,STEM,7
583,-3.6745272066666654,223.05084745762713,252.75423728813558,78.0,righth,bachelor,female,Disagree,Strongly Disagree,STEM,8
584,-23.484406243333332,359.84615384615387,300.42857142857144,45.0,righth,graduate,male,Agree,Strongly Disagree,STEM,6
585,0.47282176666666675,313.1344537815126,125.3931623931624,17.0,righth,middleschool,female,Agree,Disagree,STEM,3
586,4.716968863333333,285.1810344827586,65.75213675213675,13.0,righth,middleschool,female,Strongly Agree,Disagree,Other,5
587,-11.720634523333333,249.74789915966386,82.78632478632478,29.0,righth,graduate,male,Agree,Neutral,STEM,7
588,-28.26504609,437.3103448275862,74.29411764705883,21.0,bothh,secondaryschool,other,Strongly Agree,Neutral,Other,5
589,-12.079055540833334,320.635593220339,94.72881355932203,32.0,bothh,technicalschool,female,Disagree,Agree,Other,9
590,-4.426149576666668,228.78991596638656,222.6638655462185,44.0,righth,bachelor,male,Disagree,Strongly Disagree,STEM,6
591,-8.000283983333333,222.30833333333334,61.38461538461539,17.0,righth,secondaryschool,female,Strongly Agree,Neutral,STEM,6
592,-1.5709716100000002,251.6386554621849,81.29661016949153,36.0,righth,technicalschool,male,Agree,Disagree,Other,5
593,-65.47115981,424.52100840336135,653.7714285714286,81.0,righth,secondaryschool,female,Disagree,Disagree,ArtsHum,7
594,0.3502573583333337,216.84873949579833,87.23728813559322,27.0,righth,secondaryschool,male,Disagree,Disagree,ArtsHum,8
595,3.4661067966666663,373.98319327731093,91.8655462184874,25.0,righth,technicalschool,female,Disagree,Neutral,Other,7
596,4.832629106666667,242.109243697479,89.6218487394958,20.0,righth,college,male,Agree,Agree,Psychology,6
597,4.906466787166667,261.35,126.8119658119658,45.0,righth,college,female,Agree,Strongly Disagree,Other,8
598,-1.6969991633333334,267.275,103.50847457627118,20.0,righth,college,female,Agree,Neutral,SocialScience,8
599,2.673999686666666,296.53846153846155,90.1025641025641,20.0,righth,secondaryschool,female,Disagree,Disagree,Psychology,7
600,-0.33941333666666657,252.46218487394958,178.82905982905982,21.0,righth,bachelor,female,Neutral,Neutral,Psychology,6
601,-14.583838492533333,292.93277310924367,98.27350427350427,61.0,righth,technicalschool,male,Disagree,Strongly Disagree,STEM,5
602,0.33525903333333323,323.7226890756302,77.42857142857143,36.0,righth,graduate,male,Neutral,Agree,ArtsHum,6
603,4.5251323995999995,367.65546218487395,93.64957264957265,15.0,righth,middleschool,other,Neutral,Disagree,Psychology,7
604,2.154016696666667,194.975,198.4,23.0,righth,bachelor,male,Neutral,Neutral,Business,8
605,-5.490344096103448,211.3706896551724,194.08771929824562,16.0,righth,middleschool,other,Agree,Strongly Agree,STEM,7
606,10.719747285,307.7457627118644,74.27586206896552,55.0,righth,bachelor,male,Strongly Disagree,Disagree,SocialScience,6
607,38.56174622945001,405.3070175438597,585.7608695652174,32.0,righth,noneoftheabove,female,Disagree,Strongly Disagree,Business,6
608,-1.781427393333334,226.53333333333333,44.758620689655174,29.0,righth,graduate,male,Agree,Disagree,STEM,5
609,0.5159880533333338,136.48739495798318,67.98319327731092,25.0,righth,graduate,male,Disagree,Disagree,STEM,7
610,-21.416526203333333,312.07563025210084,127.02542372881356,25.0,righth,graduate,female,Disagree,Disagree,Business,10
611,1.3441019966666665,312.1848739495798,67.47457627118644,17.0,righth,rathernotsay,male,Agree,Agree,STEM,8
612,0.22911334413333304,247.88235294117646,92.80508474576271,16.0,righth,secondaryschool,female,Disagree,Disagree,STEM,6
613,-3.0514280633333337,258.771186440678,141.27826086956523,18.0,lefth,college,female,Neutral,Strongly Disagree,STEM,12
614,-3.454390645357143,290.7226890756302,171.0,27.0,righth,noneoftheabove,male,Strongly Agree,Agree,Other,8
615,13.99395699,253.1551724137931,183.69827586206895,17.0,righth,middleschool,female,Agree,Disagree,Other,6
616,-1.7263633456666665,186.6218487394958,190.0252100840336,18.0,righth,secondaryschool,male,Disagree,Strongly Agree,STEM,6
617,-26.649071143333337,262.38655462184875,83.30508474576271,29.0,righth,bachelor,male,Agree,Agree,STEM,7
618,1.7483130199999999,315.94871794871796,97.83760683760684,15.0,righth,middleschool,male,Neutral,Strongly Agree,Other,9
619,3.605649704333333,182.9327731092437,182.19298245614036,24.0,lefth,bachelor,female,Agree,Strongly Disagree,STEM,7
620,-0.9993926454,356.3076923076923,56.35897435897436,79.0,righth,bachelor,male,Disagree,Strongly Disagree,STEM,8
621,-2.4222611391333335,242.109243697479,209.73275862068965,18.0,lefth,secondaryschool,male,Strongly Disagree,Strongly Agree,STEM,6
622,2.051762096666667,248.75,52.12605042016807,18.0,righth,secondaryschool,male,Disagree,Neutral,Business,6
623,0.517192742,284.8474576271187,90.25641025641026,18.0,righth,rathernotsay,male,Disagree,Agree,STEM,7
624,-0.8227867266666666,136.0672268907563,98.6890756302521,18.0,righth,secondaryschool,male,Agree,Strongly Agree,SocialScience,5
625,-0.7121036033333337,242.14166666666668,245.84873949579833,20.0,righth,college,female,Neutral,Strongly Agree,Business,7
626,1.5504303533333332,343.0769230769231,70.3157894736842,33.0,lefth,college,male,Disagree,Disagree,STEM,9
627,4.329709256666667,153.33620689655172,124.05882352941177,27.0,righth,bachelor,male,Disagree,Agree,ArtsHum,8
628,-6.8837297600000005,194.95833333333334,166.97413793103448,21.0,righth,college,female,Neutral,Neutral,Psychology,6
629,-7.937211166666667,328.14529914529913,57.12605042016807,24.0,righth,technicalschool,male,Agree,Strongly Disagree,STEM,7
630,-3.2315702133333337,251.26271186440678,286.9237288135593,16.0,righth,middleschool,male,Disagree,Strongly Agree,STEM,7
631,-2.8960710433333343,309.9230769230769,76.53781512605042,22.0,righth,graduate,female,Neutral,Strongly Disagree,ArtsHum,9
632,-1.5657275199999998,209.3781512605042,272.70338983050846,16.0,righth,middleschool,female,Neutral,Neutral,Other,7
633,-11.97105528,231.47058823529412,107.68376068376068,16.0,righth,secondaryschool,male,Disagree,Agree,Other,7
634,-38.50410440666666,292.12605042016804,217.18803418803418,20.0,righth,college,female,Neutral,Disagree,STEM,9
635,2.9792492766666663,154.26666666666668,83.16806722689076,34.0,righth,middleschool,male,Agree,Agree,Other,4
636,2.6655219666666667,243.57627118644066,244.82051282051282,35.0,lefth,graduate,male,Neutral,Strongly Disagree,STEM,7
637,-19.359118272666663,311.5826086956522,187.64912280701753,26.0,righth,college,female,Neutral,Strongly Disagree,STEM,7
638,0.07288450666666682,290.175,87.11965811965813,29.0,righth,college,male,Disagree,Agree,STEM,7
639,0.2869104196333332,268.33620689655174,241.14912280701753,20.0,righth,college,female,Agree,Disagree,Psychology,7
640,-1.8716053347666666,172.43697478991598,104.98275862068965,17.0,righth,secondaryschool,female,Neutral,Strongly Disagree,Psychology,4
641,-7.979659076666666,364.94117647058823,171.92307692307693,24.0,lefth,technicalschool,male,Agree,Neutral,STEM,7
642,5.434369380000001,194.43697478991598,144.42372881355934,18.0,righth,secondaryschool,male,Agree,Strongly Agree,Psychology,7
643,6.487062380000001,259.4957983193277,206.3846153846154,20.0,righth,college,male,Strongly Disagree,Strongly Agree,ArtsHum,5
644,-5.727628810600001,337.8220338983051,80.55084745762711,46.0,righth,college,female,Agree,Disagree,Psychology,6
645,-14.01838956,191.3706896551724,603.34,87.0,righth,graduate,male,Strongly Disagree,Strongly Disagree,ArtsHum,8
646,-3.9007898179000002,164.7983193277311,81.75652173913043,22.0,lefth,graduate,male,Neutral,Strongly Agree,STEM,7
647,-6.028317930333335,356.3333333333333,117.09322033898304,27.0,lefth,rathernotsay,male,Disagree,Neutral,STEM,6
648,-6.78722898,289.43697478991595,36.043103448275865,22.0,righth,college,male,Neutral,Neutral,STEM,6
649,-2.1489899809333335,205.46218487394958,90.79310344827586,17.0,bothh,secondaryschool,female,Neutral,Agree,ArtsHum,3
650,-3.603713483333333,248.55084745762713,103.65546218487395,20.0,bothh,secondaryschool,male,Neutral,Agree,STEM,8
651,-46.60574880333333,377.3628318584071,111.40869565217392,13.0,righth,primaryschool,female,Agree,Disagree,STEM,6
652,-10.6575023,268.5378151260504,136.79661016949152,16.0,righth,college,female,Agree,Neutral,Business,6
653,-15.228364926666666,266.3666666666667,186.92372881355934,29.0,righth,bachelor,female,Disagree,Strongly Disagree,Psychology,8
654,2.0834436013333333,129.44915254237287,116.90517241379311,17.0,righth,college,male,Neutral,Strongly Agree,STEM,9
655,14.194372386666666,290.9406779661017,65.77966101694915,19.0,righth,college,female,Agree,Neutral,ArtsHum,5
656,-48.14180346666667,151.75423728813558,71.17241379310344,18.0,righth,middleschool,female,Neutral,Neutral,STEM,6
657,-6.232438450000002,213.35833333333332,111.27731092436974,29.0,righth,bachelor,male,Neutral,Strongly Agree,Business,8
658,-3.9172207033333333,277.08474576271186,277.0973451327434,22.0,righth,graduate,female,Strongly Agree,Strongly Agree,Business,8
659,-12.565728151333335,244.57627118644066,82.15517241379311,30.0,righth,college,female,Disagree,Disagree,Business,8
660,-0.8688418033333332,243.60683760683762,385.5514018691589,18.0,righth,middleschool,female,Strongly Agree,Strongly Disagree,STEM,6
661,-1.4277357666666666,323.6525423728813,110.69747899159664,20.0,righth,college,female,Agree,Disagree,Other,6
662,-1.6425944913,242.41176470588235,411.54782608695655,57.0,lefth,college,female,Strongly Disagree,Disagree,ArtsHum,6
663,-1.9711862310000003,157.77586206896552,105.83193277310924,19.0,righth,primaryschool,male,Agree,Strongly Disagree,Psychology,10
664,7.712354549999999,391.76271186440675,77.25641025641026,22.0,righth,bachelor,male,Neutral,Neutral,STEM,6
665,1.8740393533333335,280.12931034482756,120.3781512605042,30.0,righth,college,female,Disagree,Agree,Other,7
666,-0.11727950999999998,327.85593220338984,113.36440677966101,35.0,righth,graduate,female,Agree,Strongly Disagree,Psychology,6
667,8.283128183333332,268.1512605042017,243.88135593220338,18.0,righth,bachelor,male,Neutral,Disagree,Psychology,8
668,1.0033138933333332,274.94117647058823,100.99145299145299,35.0,righth,graduate,female,Disagree,Disagree,Psychology,6
669,0.9633514700666669,219.8403361344538,173.41739130434783,52.0,righth,graduate,female,Agree,Neutral,ArtsHum,6
670,13.5897856264,316.3448275862069,74.03361344537815,76.0,righth,technicalschool,male,Neutral,Strongly Disagree,STEM,6
671,-0.7344880266666666,294.60504201680675,66.61864406779661,20.0,righth,secondaryschool,female,Neutral,Disagree,STEM,6
