Participant,Condition,Trial,ResponseTime,Accuracy,StimulusSide,ResponseSide
4,LR-RS,17,343.3677000851987,0,Right,Left
4,LR-RS,18,292.7717562072578,1,Right,Left
4,LR-RS,19,399.54630899862025,1,Right,Left
4,LR-RS,20,352.34721357969863,1,Right,Left
4,LR-RS,21,378.69058584754333,1,Right,Left
4,LR-RS,22,331.04916887111455,0,Right,Left
4,LR-RS,23,307.0974548652464,1,Right,Left
4,LR-RS,24,372.40227435515646,1,Right,Left
4,LR-RS,25,356.99610865937365,1,Right,Left
4,LR-RS,26,350.33654107827863,0,Right,Left
4,LR-RS,27,350.79149232150377,1,Right,Left
4,LR-RS,28,324.31114565058056,1,Right,Left
4,LR-RS,29,299.89356877354146,1,Right,Left
4,LR-RS,30,231.1894850526922,1,Right,Left
4,LR-RS,31,362.7032921361026,1,Right,Left
4,LR-RS,32,330.27878380191765,1,Right,Left
4,LR-RS,33,285.04445348791353,1,Right,Left
4,LR-RS,34,324.508945137148,1,Right,Left
4,LR-RS,35,349.45592576791614,1,Right,Left
4,LR-RS,36,338.44541285296714,1,Right,Left
4,LR-RS,37,317.8403304085204,1,Right,Left
4,LR-RS,38,369.0297648570791,1,Right,Left
4,LR-RS,39,375.1169905692418,1,Right,Left
4,LR-RS,40,401.2660759212761,1,Right,Left
4,RR-RS,1,311.27602444766586,1,Right,Right
4,RR-RS,2,314.32782413877624,1,Right,Right
4,RR-RS,3,295.6979011382305,1,Right,Right
4,RR-RS,4,224.5321696542993,1,Right,Right
4,RR-RS,5,263.61722178477544,1,Right,Right
4,RR-RS,6,295.6408383552543,1,Right,Right
4,RR-RS,7,316.85741240297983,1,Right,Right
4,RR-RS,8,313.6489557300014,1,Right,Right
4,RR-RS,9,276.84017348578845,1,Right,Right
4,RR-RS,10,224.40527353154422,1,Right,Right
4,RR-RS,11,280.01733087996934,1,Right,Right
4,RR-RS,12,312.7790190340839,1,Right,Right
4,RR-RS,13,319.163823442528,1,Right,Right
4,RR-RS,14,313.7361496030017,1,Right,Right
4,RR-RS,15,321.5378490362515,1,Right,Right
4,RR-RS,16,300.48364233696805,1,Right,Right
4,RR-RS,17,289.4898002342508,1,Right,Right
4,RR-RS,18,323.75449020648153,1,Right,Right
4,RR-RS,19,291.73956589226964,1,Right,Right
4,RR-RS,20,295.2030520507816,1,Right,Right
4,RR-RS,21,233.22787952682603,1,Right,Right
4,RR-RS,22,253.6692768685862,1,Right,Right
4,RR-RS,23,286.22693884673976,1,Right,Right
4,RR-RS,24,269.1870050081463,1,Right,Right
4,RR-RS,25,271.1134638399269,1,Right,Right
4,RR-RS,26,277.12560524249164,1,Right,Right
4,RR-RS,27,275.32911779153534,1,Right,Right
4,RR-RS,28,281.45801127957384,1,Right,Right
4,RR-RS,29,274.83973355669906,1,Right,Right
4,RR-RS,30,286.58383198595243,1,Right,Right
4,RR-RS,31,299.96396413420257,1,Right,Right
4,RR-RS,32,278.6187486116076,1,Right,Right
4,RR-RS,33,227.85360621532175,1,Right,Right
4,RR-RS,34,281.7125364993054,1,Right,Right
4,RR-RS,35,280.17597819303785,1,Right,Right
4,RR-RS,36,312.9696436911972,1,Right,Right
4,RR-RS,37,337.7887713481801,1,Right,Right
4,RR-RS,38,263.040961878105,1,Right,Right
4,RR-RS,39,261.67575135786666,0,Right,Right
4,RR-RS,40,250.4941929915766,1,Right,Right
4,RR-LS,1,385.16625958158505,1,Left,Right
4,RR-LS,2,338.31819089169267,1,Left,Right
4,RR-LS,3,382.19910006243384,1,Left,Right
4,RR-LS,4,306.220186385416,1,Left,Right
4,RR-LS,5,250.45415623852608,1,Left,Right
4,RR-LS,6,330.62086257596155,1,Left,Right
4,RR-LS,7,395.7843593159438,1,Left,Right
4,RR-LS,8,325.8618692666458,1,Left,Right
4,RR-LS,9,223.92693618888475,1,Left,Right
4,RR-LS,10,395.806592452558,1,Left,Right
4,RR-LS,11,316.88337205244915,0,Left,Right
4,RR-LS,12,360.08321412396106,1,Left,Right
4,RR-LS,13,259.1788304063373,0,Left,Right
4,RR-LS,14,366.7221795456508,1,Left,Right
4,RR-LS,15,193.99169830994498,1,Left,Right
4,RR-LS,16,297.7223569207734,1,Left,Right
4,RR-LS,17,321.5672635975891,1,Left,Right
4,RR-LS,18,291.8907380846056,1,Left,Right
4,RR-LS,19,276.41383012020435,1,Left,Right
4,RR-LS,20,423.1893892129307,1,Left,Right
4,RR-LS,21,264.4098786505079,0,Left,Right
4,RR-LS,22,270.525894453324,1,Left,Right
4,RR-LS,23,392.4571450005091,0,Left,Right
4,RR-LS,24,334.0534504731313,0,Left,Right
4,RR-LS,25,230.01341592534416,1,Left,Right
4,RR-LS,26,351.83161668951897,1,Left,Right
4,RR-LS,27,370.57376135260824,1,Left,Right
4,RR-LS,28,280.9129750641815,1,Left,Right
4,RR-LS,29,228.7263588130184,1,Left,Right
4,RR-LS,30,335.31171619564526,1,Left,Right
4,RR-LS,31,346.68689716656667,1,Left,Right
4,RR-LS,32,302.1678121075896,0,Left,Right
4,RR-LS,33,356.67842839901175,1,Left,Right
4,RR-LS,34,322.9422748403089,1,Left,Right
4,RR-LS,35,317.8314767547904,1,Left,Right
4,RR-LS,36,439.47728569913005,1,Left,Right
4,RR-LS,37,323.0705972278456,0,Left,Right
4,RR-LS,38,318.3070654862496,1,Left,Right
4,RR-LS,39,388.0613289991325,1,Left,Right
4,RR-LS,40,444.8773153766266,1,Left,Right
5,LR-LS,1,351.13508991159085,1,Left,Left
5,LR-LS,2,356.1559761438186,1,Left,Left
5,LR-LS,3,343.5752666022393,1,Left,Left
5,LR-LS,4,332.2135373110163,1,Left,Left
5,LR-LS,5,360.1660228426703,1,Left,Left
5,LR-LS,6,343.67309342391883,1,Left,Left
5,LR-LS,7,326.07136154208405,1,Left,Left
5,LR-LS,8,304.71212732514056,1,Left,Left
5,LR-LS,9,295.6225508359375,1,Left,Left
5,LR-LS,10,341.8182631417893,1,Left,Left
5,LR-LS,11,274.54916924167634,1,Left,Left
5,LR-LS,12,294.88948003946365,1,Left,Left
5,LR-LS,13,312.33913627993616,1,Left,Left
5,LR-LS,14,338.68226247021335,1,Left,Left
5,LR-LS,15,335.6547436462374,1,Left,Left
5,LR-LS,16,335.65524572935203,1,Left,Left
5,LR-LS,17,326.4072532058724,1,Left,Left
5,LR-LS,18,299.7977868806877,1,Left,Left
5,LR-LS,19,340.60119504830647,1,Left,Left
5,LR-LS,20,278.97317704241175,1,Left,Left
5,LR-LS,21,291.00775732406123,1,Left,Left
5,LR-LS,22,333.4312048302403,1,Left,Left
5,LR-LS,23,337.9562137399647,1,Left,Left
5,LR-LS,24,293.6282034833954,0,Left,Left
5,LR-LS,25,313.23381628351603,1,Left,Left
5,LR-LS,26,325.8817339441314,1,Left,Left
5,LR-LS,27,295.720607225633,1,Left,Left
5,LR-LS,28,292.8605973164554,1,Left,Left
5,LR-LS,29,291.7900766644574,1,Left,Left
5,LR-LS,30,328.24940842256456,1,Left,Left
5,LR-LS,31,337.48109119786886,1,Left,Left
5,LR-LS,32,323.19897331967763,1,Left,Left
5,LR-LS,33,360.4768937557729,1,Left,Left
5,LR-LS,34,287.36909226245774,1,Left,Left
5,LR-LS,35,367.77232487735046,1,Left,Left
5,LR-LS,36,318.5865227174713,1,Left,Left
5,LR-LS,37,310.4530467681803,1,Left,Left
5,LR-LS,38,311.4781385203372,1,Left,Left
5,LR-LS,39,320.62255670425554,1,Left,Left
5,LR-LS,40,298.0612246237961,1,Left,Left
5,LR-RS,1,391.46640880769166,1,Right,Left
5,LR-RS,2,364.56411761312984,1,Right,Left
5,LR-RS,3,335.89857019878536,1,Right,Left
5,LR-RS,4,389.39051704487815,1,Right,Left
5,LR-RS,5,428.51023059028347,1,Right,Left
5,LR-RS,6,327.9489153224856,0,Right,Left
5,LR-RS,7,385.37090987261274,1,Right,Left
5,LR-RS,8,413.818791800708,1,Right,Left
5,LR-RS,9,369.06453912858376,1,Right,Left
5,LR-RS,10,338.0994670461054,1,Right,Left
5,LR-RS,11,427.50847162411696,1,Right,Left
5,LR-RS,12,381.0697439999889,1,Right,Left
5,LR-RS,13,429.3706590122665,1,Right,Left
5,LR-RS,14,465.540731730928,1,Right,Left
5,LR-RS,15,336.2472437097433,0,Right,Left
5,LR-RS,16,350.539294460332,0,Right,Left
5,LR-RS,17,397.6323269654708,1,Right,Left
5,LR-RS,18,328.4443143150735,1,Right,Left
5,LR-RS,19,385.7215585786599,1,Right,Left
5,LR-RS,20,364.48042724147354,1,Right,Left
5,LR-RS,21,371.3094732574421,1,Right,Left
5,LR-RS,22,428.61845878383343,1,Right,Left
5,LR-RS,23,322.336953879164,1,Right,Left
5,LR-RS,24,381.5715663824106,1,Right,Left
5,LR-RS,25,360.17444156236127,1,Right,Left
5,LR-RS,26,378.8132590259537,1,Right,Left
5,LR-RS,27,411.0853905342893,1,Right,Left
5,LR-RS,28,296.69807139605507,0,Right,Left
5,LR-RS,29,396.009325840549,1,Right,Left
5,LR-RS,30,400.3940732198412,0,Right,Left
5,LR-RS,31,424.7936912688795,1,Right,Left
5,LR-RS,32,320.1258034581107,1,Right,Left
5,LR-RS,33,374.8007152298498,1,Right,Left
5,LR-RS,34,383.0335760273857,1,Right,Left
5,LR-RS,35,395.50643122027304,1,Right,Left
5,LR-RS,36,380.4540566775384,1,Right,Left
5,LR-RS,37,328.80789804808904,1,Right,Left
5,LR-RS,38,346.04472723864393,1,Right,Left
5,LR-RS,39,391.9512655486377,1,Right,Left
5,LR-RS,40,365.80232756432895,1,Right,Left
5,RR-RS,1,341.1944138718231,1,Right,Right
5,RR-RS,2,352.7488934313085,1,Right,Right
5,RR-RS,3,277.23202164180555,1,Right,Right
5,RR-RS,4,332.14331376047073,1,Right,Right
5,RR-RS,5,357.330390036589,1,Right,Right
5,RR-RS,6,327.32930755939407,1,Right,Right
5,RR-RS,7,285.2352303615589,1,Right,Right
5,RR-RS,8,308.22503765924705,1,Right,Right
5,RR-RS,9,303.1416570780052,1,Right,Right
5,RR-RS,10,266.75580109624855,1,Right,Right
5,RR-RS,11,307.5636599126255,1,Right,Right
5,RR-RS,12,303.3612894415431,1,Right,Right
5,RR-RS,13,377.13612429774554,1,Right,Right
5,RR-RS,14,301.10111867345086,1,Right,Right
5,RR-RS,15,280.195905047561,1,Right,Right
5,RR-RS,16,313.07844040096296,1,Right,Right
5,RR-RS,17,340.2114600741039,1,Right,Right
5,RR-RS,18,359.9490991888455,1,Right,Right
5,RR-RS,19,354.45294342452394,1,Right,Right
5,RR-RS,20,287.6316086138046,1,Right,Right
5,RR-RS,21,335.63010871277845,1,Right,Right
5,RR-RS,22,353.0491053791041,1,Right,Right
5,RR-RS,23,333.92953061885635,1,Right,Right
5,RR-RS,24,306.0101356467742,1,Right,Right
5,RR-RS,25,338.0082821756754,1,Right,Right
5,RR-RS,26,316.7596986722262,1,Right,Right
5,RR-RS,27,306.8487579770217,1,Right,Right
5,RR-RS,28,301.49609237571514,1,Right,Right
5,RR-RS,29,355.14355722468616,1,Right,Right
5,RR-RS,30,331.49964587813525,0,Right,Right
5,RR-RS,31,342.4695586155714,1,Right,Right
5,RR-RS,32,319.89530747288,1,Right,Right
5,RR-RS,33,350.05426996363616,1,Right,Right
5,RR-RS,34,320.2667420149622,1,Right,Right
5,RR-RS,35,310.4810614821267,1,Right,Right
5,RR-RS,36,335.66551095644553,1,Right,Right
5,RR-RS,37,387.3829324090728,1,Right,Right
5,RR-RS,38,318.2255664054471,1,Right,Right
5,RR-RS,39,307.95434821905826,1,Right,Right
5,RR-RS,40,305.5185234697475,1,Right,Right
5,RR-LS,1,333.9236603412689,0,Left,Right
5,RR-LS,2,400.36526386556335,1,Left,Right
5,RR-LS,3,330.2366336582043,1,Left,Right
5,RR-LS,4,329.7556213947448,1,Left,Right
5,RR-LS,5,429.051425170702,1,Left,Right
5,RR-LS,6,301.1642476719658,1,Left,Right
5,RR-LS,7,365.39080628214055,0,Left,Right
5,RR-LS,8,391.4808779212485,1,Left,Right
5,RR-LS,9,309.9209866479114,1,Left,Right
5,RR-LS,10,306.49019901872896,1,Left,Right
5,RR-LS,11,359.8028300581912,1,Left,Right
5,RR-LS,12,417.75108432211914,0,Left,Right
5,RR-LS,13,291.93569665256325,0,Left,Right
5,RR-LS,14,331.56369117479863,1,Left,Right
5,RR-LS,15,246.59198641603217,1,Left,Right
5,RR-LS,16,362.3773964031741,1,Left,Right
5,RR-LS,17,283.8327834665842,0,Left,Right
5,RR-LS,18,346.3337307539426,1,Left,Right
5,RR-LS,19,303.83776642136974,1,Left,Right
5,RR-LS,20,255.99188063755304,1,Left,Right
5,RR-LS,21,299.038983026627,1,Left,Right
5,RR-LS,22,455.26439176647585,1,Left,Right
5,RR-LS,23,289.43852367390326,1,Left,Right
5,RR-LS,24,299.26863078998065,1,Left,Right
5,RR-LS,25,351.5330236163719,1,Left,Right
5,RR-LS,26,426.4196527633417,1,Left,Right
5,RR-LS,27,315.91340856997533,1,Left,Right
5,RR-LS,28,220.68565362284178,1,Left,Right
5,RR-LS,29,254.28066286949195,1,Left,Right
5,RR-LS,30,318.87543135011316,1,Left,Right
5,RR-LS,31,299.20827661306316,0,Left,Right
5,RR-LS,32,284.9953001618035,1,Left,Right
5,RR-LS,33,361.45436384728356,1,Left,Right
5,RR-LS,34,487.55784876792933,1,Left,Right
5,RR-LS,35,368.99713324976517,1,Left,Right
5,RR-LS,36,278.37858776291006,1,Left,Right
5,RR-LS,37,263.5155407689617,1,Left,Right
5,RR-LS,38,360.87812621479566,1,Left,Right
5,RR-LS,39,324.48204100581347,0,Left,Right
5,RR-LS,40,336.8210997580366,1,Left,Right
6,LR-LS,1,315.841482469965,1,Left,Left
6,LR-LS,2,277.0173293474574,1,Left,Left
6,LR-LS,3,302.8909099730372,1,Left,Left
6,LR-LS,4,305.88177348705625,1,Left,Left
6,LR-LS,5,271.28871740311564,1,Left,Left
6,LR-LS,6,369.52243806075364,1,Left,Left
6,LR-LS,7,330.44424813099556,1,Left,Left
6,LR-LS,8,312.09149875211284,1,Left,Left
6,LR-LS,9,311.6067930693059,1,Left,Left
6,LR-LS,10,290.9455396966677,1,Left,Left
6,LR-LS,11,324.6631451099088,1,Left,Left
6,LR-LS,12,292.6176135326274,1,Left,Left
6,LR-LS,13,260.3997563690429,1,Left,Left
6,LR-LS,14,354.2328706504637,1,Left,Left
6,LR-LS,15,319.45046091375406,1,Left,Left
6,LR-LS,16,306.11555982979854,1,Left,Left
6,LR-LS,17,315.40011491031214,1,Left,Left
6,LR-LS,18,258.0624462328091,1,Left,Left
6,LR-LS,19,284.3301665262486,1,Left,Left
6,LR-LS,20,296.850733275015,1,Left,Left
6,LR-LS,21,264.2911573961037,1,Left,Left
6,LR-LS,22,292.7629159870581,1,Left,Left
6,LR-LS,23,322.0469872761147,1,Left,Left
6,LR-LS,24,360.2204417628188,1,Left,Left
6,LR-LS,25,281.3703338309673,1,Left,Left
6,LR-LS,26,323.8471160264735,1,Left,Left
6,LR-LS,27,282.3491969825023,1,Left,Left
6,LR-LS,28,316.231475193447,1,Left,Left
6,LR-LS,29,317.5870532758498,1,Left,Left
6,LR-LS,30,237.50113488192716,1,Left,Left
6,LR-LS,31,311.41139243534457,1,Left,Left
6,LR-LS,32,311.751942410221,1,Left,Left
6,LR-LS,33,292.58019590918354,1,Left,Left
6,LR-LS,34,335.0889718918897,1,Left,Left
6,LR-LS,35,297.036477000508,1,Left,Left
6,LR-LS,36,277.4020162582004,1,Left,Left
6,LR-LS,37,255.6738840054751,1,Left,Left
6,LR-LS,38,303.3953582996629,1,Left,Left
6,LR-LS,39,254.3734234253158,1,Left,Left
6,LR-LS,40,308.513082440479,1,Left,Left
6,LR-RS,1,378.3652687051606,1,Right,Left
6,LR-RS,2,311.3952871827623,1,Right,Left
6,LR-RS,3,339.43758762464086,1,Right,Left
6,LR-RS,4,403.0657634055761,1,Right,Left
6,LR-RS,5,305.0836428615038,1,Right,Left
6,LR-RS,6,313.2727875194885,1,Right,Left
6,LR-RS,7,354.47172906252143,1,Right,Left
6,LR-RS,8,361.87704546140304,1,Right,Left
6,LR-RS,9,437.11824525888863,0,Right,Left
6,LR-RS,10,306.61727366572717,1,Right,Left
6,LR-RS,11,278.0627972656523,1,Right,Left
6,LR-RS,12,352.2764698739561,1,Right,Left
6,LR-RS,13,363.0351169981548,1,Right,Left
6,LR-RS,14,344.1238348356268,1,Right,Left
6,LR-RS,15,280.75053420673794,1,Right,Left
6,LR-RS,16,325.6079803554142,0,Right,Left
6,LR-RS,17,372.08116322213493,1,Right,Left
6,LR-RS,18,319.5049899525708,1,Right,Left
6,LR-RS,19,310.11149605840683,1,Right,Left
6,LR-RS,20,381.3433810020591,0,Right,Left
6,LR-RS,21,299.05831973767476,1,Right,Left
6,LR-RS,22,308.2960977099991,1,Right,Left
6,LR-RS,23,332.96160503397846,1,Right,Left
6,LR-RS,24,304.03933054150076,1,Right,Left
6,LR-RS,25,329.3613157948505,1,Right,Left
6,LR-RS,26,291.83419974379024,1,Right,Left
6,LR-RS,27,361.18190862470044,1,Right,Left
6,LR-RS,28,362.93946559098293,1,Right,Left
6,LR-RS,29,312.1611900116618,1,Right,Left
6,LR-RS,30,320.532091252661,1,Right,Left
6,LR-RS,31,422.0964937397398,1,Right,Left
6,LR-RS,32,294.4512071366242,1,Right,Left
6,LR-RS,33,304.6329672783916,0,Right,Left
6,LR-RS,34,299.0755739682405,1,Right,Left
6,LR-RS,35,397.1687523828081,0,Right,Left
6,LR-RS,36,386.0718958736618,0,Right,Left
6,LR-RS,37,281.9772049624445,1,Right,Left
6,LR-RS,38,399.7217840707332,1,Right,Left
6,LR-RS,39,365.362662085261,1,Right,Left
6,LR-RS,40,279.1648176047995,1,Right,Left
6,RR-RS,1,285.4287847863811,1,Right,Right
6,RR-RS,2,333.5777930025463,1,Right,Right
6,RR-RS,3,229.38561256117134,1,Right,Right
6,RR-RS,4,380.4903473762846,1,Right,Right
6,RR-RS,5,248.35295337842928,1,Right,Right
6,RR-RS,6,321.54322263629416,1,Right,Right
6,RR-RS,7,290.1234967892379,1,Right,Right
6,RR-RS,8,290.1193003010353,1,Right,Right
6,RR-RS,9,311.39113981233317,1,Right,Right
6,RR-RS,10,277.08474232478085,1,Right,Right
6,RR-RS,11,285.84160116746745,1,Right,Right
6,RR-RS,12,277.763257868704,1,Right,Right
6,RR-RS,13,294.6904491273863,0,Right,Right
6,RR-RS,14,277.8039408787762,1,Right,Right
6,RR-RS,15,301.93573493075854,1,Right,Right
6,RR-RS,16,258.9313631565008,1,Right,Right
6,RR-RS,17,276.76348924941243,0,Right,Right
6,RR-RS,18,246.60675939890834,1,Right,Right
6,RR-RS,19,350.6166689775948,1,Right,Right
6,RR-RS,20,235.92920262004955,1,Right,Right
6,RR-RS,21,263.65171997263394,1,Right,Right
6,RR-RS,22,284.25032087636515,1,Right,Right
6,RR-RS,23,333.05847076151156,1,Right,Right
6,RR-RS,24,264.30165351293374,1,Right,Right
6,RR-RS,25,292.1952534898137,1,Right,Right
6,RR-RS,26,321.85943924558916,1,Right,Right
6,RR-RS,27,289.73927279587775,1,Right,Right
6,RR-RS,28,255.42490452982403,1,Right,Right
6,RR-RS,29,282.3925434311815,1,Right,Right
6,RR-RS,30,229.51754469930444,1,Right,Right
6,RR-RS,31,287.4773258736719,1,Right,Right
6,RR-RS,32,313.9710602053591,1,Right,Right
6,RR-RS,33,291.24245397721353,1,Right,Right
6,RR-RS,34,317.97712053361784,0,Right,Right
6,RR-RS,35,255.64581954291302,1,Right,Right
6,RR-RS,36,301.64759056811823,0,Right,Right
6,RR-RS,37,306.80436710797346,1,Right,Right
6,RR-RS,38,279.804331117991,1,Right,Right
6,RR-RS,39,294.47928473607476,1,Right,Right
6,RR-RS,40,282.28169810565254,1,Right,Right
6,RR-LS,1,304.91680583597486,1,Left,Right
6,RR-LS,2,368.2780473986004,0,Left,Right
6,RR-LS,3,322.0054009357767,1,Left,Right
6,RR-LS,4,310.4685156252354,1,Left,Right
6,RR-LS,5,408.8147217560554,1,Left,Right
6,RR-LS,6,367.47656796635954,1,Left,Right
6,RR-LS,7,318.84744462517415,1,Left,Right
6,RR-LS,8,401.125311387986,1,Left,Right
6,RR-LS,9,336.8733680903728,1,Left,Right
6,RR-LS,10,270.5756220939507,1,Left,Right
6,RR-LS,11,352.3763788509707,1,Left,Right
6,RR-LS,12,324.25983789832725,0,Left,Right
6,RR-LS,13,401.8539304590347,1,Left,Right
6,RR-LS,14,297.6389340965109,1,Left,Right
6,RR-LS,15,329.2921553272275,0,Left,Right
6,RR-LS,16,344.29209430218896,0,Left,Right
6,RR-LS,17,319.3782730891509,1,Left,Right
6,RR-LS,18,353.84410984141044,1,Left,Right
6,RR-LS,19,355.54783417593796,1,Left,Right
6,RR-LS,20,287.24533208997104,0,Left,Right
6,RR-LS,21,359.0205583537684,1,Left,Right
6,RR-LS,22,346.92638710831824,1,Left,Right
6,RR-LS,23,369.1898059334394,1,Left,Right
6,RR-LS,24,445.390988738053,1,Left,Right
6,RR-LS,25,394.29041620250615,1,Left,Right
6,RR-LS,26,404.5388560008551,1,Left,Right
6,RR-LS,27,415.96750778237714,1,Left,Right
6,RR-LS,28,374.5030856313405,1,Left,Right
6,RR-LS,29,348.3991960353908,1,Left,Right
6,RR-LS,30,326.8596363923612,1,Left,Right
6,RR-LS,31,369.31114723023103,0,Left,Right
6,RR-LS,32,306.08623959874757,1,Left,Right
6,RR-LS,33,279.34030589762045,1,Left,Right
6,RR-LS,34,456.83244144659545,1,Left,Right
6,RR-LS,35,359.16943966055794,1,Left,Right
6,RR-LS,36,338.0069561529178,0,Left,Right
6,RR-LS,37,411.842386048237,0,Left,Right
6,RR-LS,38,311.50295921990727,1,Left,Right
6,RR-LS,39,353.7560650421679,1,Left,Right
6,RR-LS,40,311.79464764589994,1,Left,Right
7,LR-LS,1,327.2681563988218,1,Left,Left
7,LR-LS,2,218.6627477945405,1,Left,Left
7,LR-LS,3,258.7793095745695,1,Left,Left
7,LR-LS,4,282.5378920347019,1,Left,Left
7,LR-LS,5,280.0218674485017,1,Left,Left
7,LR-LS,6,208.67089590150908,1,Left,Left
7,LR-LS,7,332.7620104798706,1,Left,Left
7,LR-LS,8,292.1915801951383,1,Left,Left
7,LR-LS,9,279.8300702360795,1,Left,Left
7,LR-LS,10,240.7348325368783,1,Left,Left
7,LR-LS,11,238.94906756127585,0,Left,Left
7,LR-LS,12,346.2427471687012,1,Left,Left
7,LR-LS,13,323.76024752830557,1,Left,Left
7,LR-LS,14,298.7086460817069,1,Left,Left
7,LR-LS,15,323.312068907673,1,Left,Left
7,LR-LS,16,294.90650780006706,1,Left,Left
7,LR-LS,17,280.57733063272696,1,Left,Left
7,LR-LS,18,314.61056407088563,1,Left,Left
7,LR-LS,19,305.74161934753766,1,Left,Left
7,LR-LS,20,281.2497517195084,1,Left,Left
7,LR-LS,21,310.9082293074422,0,Left,Left
7,LR-LS,22,296.0988829266413,1,Left,Left
7,LR-LS,23,295.82999916134753,1,Left,Left
7,LR-LS,24,290.882439613708,1,Left,Left
7,LR-LS,25,323.62135033834403,1,Left,Left
7,LR-LS,26,272.6731163313418,1,Left,Left
7,LR-LS,27,276.35856778045905,1,Left,Left
7,LR-LS,28,279.57643246663946,1,Left,Left
7,LR-LS,29,304.77358383373723,1,Left,Left
7,LR-LS,30,306.12658643508877,1,Left,Left
7,LR-LS,31,297.6198387894489,1,Left,Left
7,LR-LS,32,349.13499758832705,1,Left,Left
7,LR-LS,33,308.7862145219894,1,Left,Left
7,LR-LS,34,310.9332235636758,1,Left,Left
7,LR-LS,35,331.0420678573411,1,Left,Left
7,LR-LS,36,282.0072349763032,1,Left,Left
7,LR-LS,37,280.4526423116352,1,Left,Left
7,LR-LS,38,331.5416987235202,1,Left,Left
7,LR-LS,39,314.42299192159925,1,Left,Left
7,LR-LS,40,336.1276758308503,0,Left,Left
7,LR-RS,1,374.90572083107855,1,Right,Left
7,LR-RS,2,392.7734929986345,1,Right,Left
7,LR-RS,3,360.41607753446016,1,Right,Left
7,LR-RS,4,317.61982878530785,1,Right,Left
7,LR-RS,5,493.3926339190657,1,Right,Left
7,LR-RS,6,392.82821065954795,1,Right,Left
7,LR-RS,7,307.2476980183128,1,Right,Left
7,LR-RS,8,295.06774627960635,1,Right,Left
7,LR-RS,9,395.1740188931982,1,Right,Left
7,LR-RS,10,322.3012545097086,1,Right,Left
7,LR-RS,11,288.9781927757946,1,Right,Left
7,LR-RS,12,333.01096939918284,1,Right,Left
7,LR-RS,13,314.65351715107926,1,Right,Left
7,LR-RS,14,332.94182948303677,0,Right,Left
7,LR-RS,15,344.362218017478,0,Right,Left
7,LR-RS,16,364.1305048024733,1,Right,Left
7,LR-RS,17,453.10967631981833,1,Right,Left
7,LR-RS,18,410.8263427951769,1,Right,Left
7,LR-RS,19,390.31162789714057,1,Right,Left
7,LR-RS,20,365.9845341050535,1,Right,Left
7,LR-RS,21,309.834843428093,1,Right,Left
7,LR-RS,22,522.7770338885801,1,Right,Left
7,LR-RS,23,334.5625847293142,1,Right,Left
7,LR-RS,24,372.1414885008111,1,Right,Left
7,LR-RS,25,298.2852991052538,1,Right,Left
7,LR-RS,26,333.9745682343846,1,Right,Left
7,LR-RS,27,272.58765484990886,1,Right,Left
7,LR-RS,28,322.6588303129493,1,Right,Left
7,LR-RS,29,315.1884564753465,1,Right,Left
7,LR-RS,30,394.87813450491234,1,Right,Left
7,LR-RS,31,256.5930385291334,1,Right,Left
7,LR-RS,32,357.95131642433466,0,Right,Left
7,LR-RS,33,275.7947856736321,0,Right,Left
7,LR-RS,34,309.5640489434373,1,Right,Left
7,LR-RS,35,443.6584362833479,1,Right,Left
7,LR-RS,36,280.58410070049655,1,Right,Left
7,LR-RS,37,277.45653452161685,1,Right,Left
7,LR-RS,38,316.81132831015594,1,Right,Left
7,LR-RS,39,282.54530078678187,0,Right,Left
7,LR-RS,40,275.40589294248423,1,Right,Left
7,RR-RS,1,371.31769161091097,1,Right,Right
7,RR-RS,2,335.6022071195058,1,Right,Right
7,RR-RS,3,289.96528444643917,1,Right,Right
7,RR-RS,4,315.85008233102235,1,Right,Right
7,RR-RS,5,248.76393221076194,1,Right,Right
7,RR-RS,6,306.4837930970987,1,Right,Right
7,RR-RS,7,339.4262238082822,1,Right,Right
7,RR-RS,8,295.9109169822181,1,Right,Right
7,RR-RS,9,277.2151549489352,1,Right,Right
7,RR-RS,10,302.8717660822142,1,Right,Right
7,RR-RS,11,298.6130552538973,1,Right,Right
7,RR-RS,12,301.0856057053618,1,Right,Right
7,RR-RS,13,346.9759583038071,1,Right,Right
7,RR-RS,14,297.0393070444092,1,Right,Right
7,RR-RS,15,347.9598755455844,1,Right,Right
7,RR-RS,16,395.52912817179595,1,Right,Right
7,RR-RS,17,375.11573169769395,1,Right,Right
7,RR-RS,18,315.1961687428937,1,Right,Right
7,RR-RS,19,290.7814493085003,1,Right,Right
7,RR-RS,20,320.4366536257965,1,Right,Right
7,RR-RS,21,300.065749200107,1,Right,Right
7,RR-RS,22,303.88250616869396,1,Right,Right
7,RR-RS,23,339.6964762076644,1,Right,Right
7,RR-RS,24,283.2128064207764,1,Right,Right
7,RR-RS,25,325.775741694242,1,Right,Right
7,RR-RS,26,349.9518976960708,1,Right,Right
7,RR-RS,27,385.552816337101,1,Right,Right
7,RR-RS,28,282.79343433712575,1,Right,Right
7,RR-RS,29,378.3257755364129,1,Right,Right
7,RR-RS,30,301.99543687467775,1,Right,Right
7,RR-RS,31,352.86057846255846,1,Right,Right
7,RR-RS,32,322.2897824480388,1,Right,Right
7,RR-RS,33,338.1160007246227,1,Right,Right
7,RR-RS,34,313.7668776279463,1,Right,Right
